textID,text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km�),Density (P/Km�)
6115285ce8,  my thoughts dwell on a certain person,neutral,noon,21-30,Saudi Arabia,34813871,2149690,16
a7af432585,Transition time is over; tonight I work night shift. I woke up at 1330.,neutral,night,31-45,Senegal,16743927,192530,87
28db608c0d,Gonna go to work with my honey today!!!! So exciting!!!,positive,morning,46-60,Serbia,8737371,87460,100
7e45ea194d,_ aww thats too bad you lost it though,negative,noon,60-70,Seychelles,98347,460,214
4760319f17, this my new more private acc. Will only use it for close twitter friends,neutral,night,70-100,Sierra Leone,7976983,72180,111
f3de150883,I hate going online and looking at the balance in the bank.  its always a lot lower than I need it to be.,negative,morning,0-20,Singapore,5850342,700,8358
7e82aab535," actually, the web works fine. tweetdeck seems to be the culprit  sadness! it`s done this at two diff. locations",neutral,noon,21-30,Slovakia,5459642,48088,114
bcc50747b1,_x How did your Geo ISU go? I swear I just had the worse day ever..,negative,night,31-45,Slovenia,2078938,20140,103
357483f649,"And you could have it all, my empire of dirt! I`m in a&e with dad I`m freezing fully shivering Every1 else is warm  no fones allowed ffs!",negative,morning,46-60,Solomon Islands,686884,2.80E+04,25
261a5bbd14, tell me what you think of Pride Prejudice and Zombies . . . if you`re not all hyped up on sugar,neutral,noon,60-70,Somalia,15893222,627340,25
b03e2a23e5,"_tdh Can you install ruby, gems and rails on keep? Please?",neutral,night,70-100,South Africa,59308690,1213090,49
ad37dcf4ff,Out for ultimate training. looking forward to the sunset!,positive,morning,0-20,South Korea,51269185,97230,527
5cd1ac2c57,going to work once again. what a great few days off i had. now it`s over  but atleast i get 2 more commin up wahooooooo,positive,noon,21-30,South Sudan,11193725,610952,18
7f0a146e26, Good to see you back. Sorry that happened to you,neutral,night,31-45,Spain,46754778,498800,94
3626f85ac4,My 1st Mothers Day Tomorrow,neutral,morning,46-60,Sri Lanka,21413249,62710,341
cbd04fb4eb,"'you said 'darling what happened? did I fall asleep, and you carry me home? Cuz I know I wasn`t here'' Goodnight twitterererers",positive,noon,60-70,Sudan,43849260,1765048,25
b8f7efe383," I just about clear my whole office and no sign of it  next place is truck, I have yet to fully clean under back seat lol!",neutral,night,70-100,Suriname,586632,156000,4
d2ca4e1d3c, It`s not gonna storm!  because I said so!,neutral,morning,0-20,Sweden,10099265,410340,25
8eedc5a2ed, I broke my ipod,negative,noon,21-30,Switzerland,8654622,3.95E+04,219
3b5aecf8d6,_banks 'Something must be wrong. Only found 17 July Harl/Sil books I wanted,negative,night,31-45,Syria,17500658,183630,95
a154540c08, Haha and you should! State pride is important,positive,morning,46-60,Tajikistan,9537645,139960,68
48801ef73a," Ugh, did you just say your friend might have swine flu? OMG, why?",negative,noon,60-70,Tanzania,59734218,885800,67
91412dffcb," haha no problem, it`s fun isn`****",positive,night,70-100,Thailand,69799978,510890,137
68a9b81741,"Finally got to wash my hair! I feel much better now, but I gotta dry it ... Effffffort.",positive,morning,0-20,Timor-Leste,1318445,14870,89
458f7b2493,finally feel back into swing of things here at work after getting married last week! sigh of relief for no more wedding planning!,positive,noon,21-30,Togo,8278724,54390,152
cf05148ed6, that sucks  booo.,negative,night,31-45,Tonga,105695,720,147
c963a42282,Hates untalented **** being mean to my talented friends,neutral,morning,46-60,Trinidad and Tobago,1399488,5130,273
3d17d4b72c,looks like we`re rained out for weekend climbing,negative,noon,60-70,Tunisia,11818619,155360,76
eb79aabf05,Is Google Maps not working for anyone else?,neutral,night,70-100,Turkey,84339067,7.70E+05,110
21d05898d3, oh ****!!,negative,morning,0-20,Turkmenistan,6031200,469930,13
e76b1c30bb, i dont really trust the judgements and vouches of _xo   jk. i`ll think about becoming a friend of yours,negative,noon,21-30,Tuvalu,11792,30,393
2c5f261ff3, Jesus heals,positive,night,31-45,Uganda,45741007,199810,229
d3935b8571, It`s surprising how much Billy Idol turns up in tweets. I monitor constantly - not that I`m obsessed or anything!  #BillyIdol,neutral,morning,46-60,Ukraine,43733762,579320,75
2a35e976ea, werd. that`s very true,neutral,noon,60-70,United Arab Emirates,9890402,83600,118
3d128b58d0, Your birthday? WELL Happy birthday,positive,night,70-100,United Kingdom,67886011,241930,281
67348350a4,Without wings again,neutral,morning,0-20,United States of America,331002651,9147420,36
93b5d1bbea, did you tweet me? i thought i remembered seeing one but i cant see it now! SO glad teatree is ok!,positive,noon,21-30,Uruguay,3473730,175020,20
ed6bd3958e,Night twitterland x I have to be up in five hours  sigh,neutral,night,31-45,Uzbekistan,33469203,425400,79
45e3f93e9b, Happy birthday in 2 hours and 54 minuets  Haha,positive,morning,46-60,Vanuatu,307145,1.22E+04,25
51051cb758,"lunch break`s over, going back to work....",neutral,noon,60-70,Venezuela,28435940,882050,32
b84ea78203,Glad to see it`s a typical Bank Holiday weather wise - I was going to do so much today - yeah right!,positive,night,70-100,Vietnam,97338579,310070,314
441dcaef31, Hayley Williams is pretty much amazzing,positive,morning,0-20,Yemen,29825964,527970,56
b4e721aa1e, the app said i need 12.1.5 or later,neutral,noon,21-30,Zambia,18383955,743390,25
a92e8ab2a1, --Nothing,neutral,night,31-45,Zimbabwe,14862924,386850,38
31d77e5ff5,is in PHP website upgrade hell on a Bank Holiday. How`s that for planning!,neutral,morning,46-60,Afghanistan,38928346,652860,60
e887fbdfd5, not really having a good night... missing my little girl...,negative,noon,60-70,Albania,2877797,27400,105
78094a1191,  miss you captain,negative,night,70-100,Algeria,43851044,2381740,18
a447f480ec,Im sending this to my mother!  http://bit.ly/1aa1RF,neutral,morning,0-20,Andorra,77265,470,164
e2fdad0321," OI, are you mocking the fact I dont cry at tv things?!  *Feels bad*xxx",negative,noon,21-30,Angola,32866272,1246700,26
67cafda653, i am public and can`t get anyone to follow me,neutral,night,31-45,Antigua and Barbuda,97929,440,223
356bdefc64," Until  brings back our EVERYONE button, access PT @ http://twitter.com/public_timeline or link in bottom of Settings.",neutral,morning,46-60,Argentina,45195774,2736690,17
d6ce1fc670, Boring? Who you been talking to? Lol not me  ( no ****),neutral,noon,60-70,Armenia,2963243,28470,104
d613b00386,"  I know, right? I guess the oldest doesn`t hold rank on field trips anymore.",neutral,night,70-100,Australia,25499884,7682300,3
507a584ae5,"just signed up..so, hello twitter world, here I am",neutral,morning,0-20,Austria,9006398,8.24E+04,109
2418966865, I won`t be getting any ROTF toys `till MUCH later.  Tell me if anybody isn`t/is worth getting.,neutral,noon,21-30,Azerbaijan,10139177,82658,123
6247a1db0b, heading over to xbox  will go shopping 2morrow,neutral,night,31-45,Bahamas,393244,10010,39
e48cf1bff4, I saw that you were calling but cannot answer as I`m in the second hour of a phone convo with my mom and she won`t stop talking,neutral,morning,46-60,Bahrain,1701575,760,2239
6e693017f6,is excited!  http://plurk.com/p/stk04,positive,noon,60-70,Bangladesh,164689383,130170,1265
2c60e1c7a2, hmmm really??? that`s weird idk about that one  sowwy,negative,night,70-100,Barbados,287375,430,668
b770afa9e6, oh that looks boring  and even more boring you have an exam on a saturday,negative,morning,0-20,Belarus,9449323,202910,47
fe7c9215ae,Practice was a beast today. Not going to see Julian tonight,neutral,noon,21-30,Belgium,11589623,30280,383
472c3e2c41,"Getting somewhere with my first 'real' KiokuDB and catalyst app, yay",neutral,night,31-45,Belize,397628,22810,17
0d7697aa10, Thanks though - am trying to be positive!!  Wine may not be helping lol!!  Wish I could make the gigs.....,positive,morning,46-60,Benin,12123200,112760,108
fe09df7e91, i think my niece got me sickee  lame.,negative,noon,60-70,Bhutan,771608,3.81E+04,20
33eb5a33be,Rise and shine  Time to get prettifide.,positive,night,70-100,Bolivia,11673021,1083300,11
bab53b4152," I tried sooooo hard to work from home today, but failed  Not my fault though.",negative,morning,0-20,Bosnia and Herzegovina,3280819,51000,64
f877442216, Gosh I`ve a stinky old headache. Maybe I should have lunchfast,negative,noon,21-30,Botswana,2351627,566730,4
311740836a,Glenna is bored but glad that it is a beautiful day. Macy went swimming and Kris played golf while I sat at home waiting for them,neutral,night,31-45,Brazil,212559417,8358140,25
